timestamp_sec,latency_ms,status_code
49.86,640,200
50.00,644,200
50.14,640,200
50.29,827,200
50.43,721,200
50.57,641,200
50.72,643,200
50.86,946,200
51.00,803,200
51.14,660,200
51.29,642,200
51.43,644,200
51.57,641,200
51.86,685,200
51.72,867,200
52.00,642,200
52.14,643,200
52.29,639,200
52.43,648,200
52.57,643,200
52.72,641,200
52.86,645,200
53.00,643,200
53.14,642,200
53.29,647,200
53.43,643,200
53.57,643,200
53.72,642,200
53.86,641,200
54.00,640,200
54.14,641,200
54.29,641,200
54.43,641,200
54.57,640,200
54.71,643,200
54.86,641,200
55.00,639,200
55.14,643,200
55.29,640,200
55.43,643,200
55.57,643,200
55.72,642,200
55.86,642,200
56.00,648,200
56.14,642,200
56.29,641,200
56.43,641,200
56.57,645,200
56.72,644,200
56.86,641,200
57.00,642,200
57.14,642,200
57.29,640,200
57.43,643,200
57.57,642,200
57.72,641,200
57.86,656,200
58.00,653,200
58.14,653,200
58.29,644,200
58.43,643,200
58.57,651,200
58.72,652,200
58.86,650,200
59.00,741,200
59.29,676,200
59.14,818,200
59.43,694,200
59.57,852,200
59.71,710,200
60.00,710,200
59.86,854,200
